Folder,Vertices Count,Faces Count
19f211f1dec98bbb82ea21d84574e1ef,9406,32634
19fc1b9ff4b6456f1232236eecec447b,8132,35000
19ff8fce1658f864ca8607f540cc62ba,31066,122404
1a04e3eab45ca15dd86060f189eb133,1250,4688
1a29042e20ab6f005e9e2656aff7dd5b,21754,82182
1a32f10b20170883663e90eaf6b4ca52,7813,31176
1a54a2319e87bd4071d03b466c72ce41,29882,105516
1a6ad7a24bb89733f412783097373bdc,30656,111960
1a74b169a76e651ebc0909d98a1ff2b4,43702,165380
1a888c2c86248bbcf2b0736dd4d8afe0,14215,55984
1a963a929d9b1332290d63dca780cfb6,29129,116056
1a9b552befd6306cc8f2d5fe7449af61,13679,55894
1abe9524d3d38a54f49a51dc77a0dd59,4389,17650
1ac29674746a0fc6b87697d3904b168b,42678,169954
1adb40469ec3636c3d64e724106730cf,8377,35000
1af4b32eafffb0f7ee60c37cbf99c1c,361,1376
1b0b1d2cb9f9d5c0575bd26acccafabd,9957,40220
1b171503b1d0a074bc0909d98a1ff2b4,6823,25676
1b300fd9ad4050e6301fa0a0663ee996,31635,126894
1b3c6b2fbcf834cf62b600da24e0965,24554,96974
1b626fd06226b600adcbeb54f3d014e9,21308,68590
1b7ac690067010e26b7bd17e458d0dcb,27751,101084
1b90541c9d95d65d2b48e2e94b50fd01,436,1956
1ba18539803c12aae75e6a02e772bcee,10807,37948
1bba3fb413b93890947bbeb9022263b8,37267,150054
1bcbb0267f5f1d53c6c0edf9d2d89150,7463,27138
1bdeb4aaa0aaea4b4f95630cc18536e0,18122,66908
1bea1445065705eb37abdc1aa610476c,3056,12152
1beb0776148870d4c511571426f8b16d,13377,48418
1c16739bbf3fa7c44276157eea5f8676,2247,8504
1c26ecb4cd01759dc1006ed55bc1a3fc,17953,66074
1c27d282735f81211063b9885ddcbb1,14417,49002
1c2e9dedbcf511e616a077c4c0fc1181,4866,20576
1c4b8662938adf41da2b0f839aba40f9,6577,25354
1c673748703c99207f1f82f6fc8747b8,8962,34304
1c798f3e8bcaaed6f34c3a85e57ba71c,4494,18288
1c87b854cceb778615aa5b227c027ee0,6254,24746
1c93b0eb9c313f5d9a6e43b878d5b335,11152,39492
1caa02b831cccff090baeef8ba5b93e5,14831,55610
1cb757280b862ae52c7575c9089791ff,420,1836
1cc3ebbadfe69e8011f5789deac2dcac,5957,24362
1ce5b9a79420e946bff7790df3158906,191,592
1cfada8b8ad2428fcabcecce1c335df1,9739,40252
1d09583e9236b8d149d860a48be37092,86967,340806
1d0c128592385580e2129f6359ec27e3,346,1468
1d1244abfefc781f35fc197bbabcd5bd,15476,60740
1d269dbde96f067966cf1b4a8fc3914e,41882,165678
1d396e76ecfd973575ffe5b08493cffc,19563,77792
1d4f988b009edadf54a2210c7b2aa25,2103,8524
1d4fbbf681ba892ddeddb5c33cb2f8f3,3249,12488
1d4ff34cdf90d6f9aa2d78d1b8d0b45c,3839,13964
1d5708929a4ae05842d1180c659735fe,6837,26604
1d5beedb73951ef68649ad8da70da1e,39234,158076
1d63eb2b1f78aa88acf77e718d93f3e1,22912,86824
1d663e36e305fa8e2178120752ee7a07,3519,14096
1d68bc47a558ec9b266eb575093ccace,543,2094
1d6afc44b053ab07941d71475449eb25,4530,17632
1d7eb22189100710ca8607f540cc62ba,27269,103120
1d96d1c7cfb1085e61f1ef59130c405d,112892,446520
1db7bca33ba446aba5cac89017eae8d1,10922,40220
1dbcb49dfbfd0844a480511cbe2c4655,2315,10026
1de008320c90274d366b1ebd023111a8,19182,73052
1de58c7eec71b438bbb26c14135f164e,9880,39472
1deb997079e0b3cd6c1cd53dbc9f7b8e,7074,28892
1df217928b39b927a8cba409c4409ba9,25522,92742
1e0a24e1135e75a831518807a840c4f4,509,2250
1e155559446469112e690fa6dfd5d610,1421,6406
1e2de00cf19a0a33554ccf8c30febe7,10753,35348
1e358e70c047687a1a8831797284b67,12350,48166
1e40d41905a9be766ed8c57a1980bb26,8493,38256
1e44b99c8de5eb01ebc54ed98d6399b2,13252,51002
1e4bb798f236f0b17f1f82f6fc8747b8,8510,32732
1e4fb40e5908f2bddf2f34e1100f0241,26776,103556
1e6a71e0cb436a88a3a1394d6e3d2c63,22315,85698
1e7dbf0057e067586e88b250ea6544d0,19858,73118
1e827425b289432e8b96ae1a0a8b84ec,21983,87856
1e8adc1e176bc68571d03b466c72ce41,17929,69930
1e8c56bac4e66672e85e222f6559b47,4022,14942
1e9acb74ad09ba97192ddbe75f0b85fe,23163,84546
1e9ef313876bfba7d02c6d35cc802839,12882,49076
1ea7a36e4f353416fe1f6e05091d5d9,21665,83846
1ea8a685cdc71effb8494b55ada518dc,2816,10964
1eb1d7d471f3c4c0634efb708169415,5083,20244
1eb3af39d93c8bf2ddea2f4a0e0f0d2e,3010,12474
1ed9876ed48c145d663e90eaf6b4ca52,8797,35112
1f08b579e153b2de313f9af5275b7c70,24351,97046
1f3fd9b2ce99e4ed164ee3a88aef3755,138,710
1f47381312c9bebc9bff604afc480b65,45124,143864
1f5537f4747ec847622c69c3abc6f80,57,252
1f672d2fd5e3f4e78026abe712c1ab05,4958,20562
1f7a516fdf80dcdc1006ed55bc1a3fc,28408,120940
1f7dbc112b7375dae0cfe7507a46f0c,27466,101784
1f86a689ea6c35f0d9da70c3ab6dcf3b,31381,113938
1f96a33a3a461544ca8607f540cc62ba,9996,28818
1f9b49f320eeb2f5d0226d12d397045,23420,92314
1fc2625479e798b11944f01d3ab2091b,5083,16152
1fccf0064e0aebfeb179f2ac46747670,16886,67646
20150c9c3038d08419bf31399c6e39e0,1389,6474
2018b7614e77d726c1ccec171a275967,6410,25324
201e40e86acd7d34f4c1adce71073351,25717,94788
2026699e25ba56c5fd6b49391fda17,7044,27904
204f4e737fa14aef33ba31f6ad43c835,6899,27108
2066f1830765183544bb6b89d63deb6f,255,1094
206a4bec609b727566cf1b4a8fc3914e,15310,52422
208114e3aafd381ef27c5ff0af8b0e80,16029,62954
20865546e07ab8067c597cd12d99981b,447,1928
2087ba820bd70001243402995adcdc4f,24441,96534
209bb7656231011d7965bced3a0d8967,26085,92580
209e9845a482333c77c06b43df2749d,48099,182244
20aec82ef5f61b0bbd46d022fd7d80aa,46155,161028
20b6bc7d69902db4d3ccdbb72feef61f,54886,220172
20b91c5ceb005cc44947b319a9e09fd,2230,9706
20bf5bba045e5a53fdd77aff53f4b7ba,56868,202936
20d97069df784e19a80799ffaf21ea7d,9633,39850
20dbfa169424bb8ed7b90ecb4a11cd32,219,920
20f2a121d9dbbf9e98494085d68ad6a0,2647,10220
2103dcb213151791acf77e718d93f3e1,15740,61466
2117484d4ad547ae719b5362fe06bbb,13048,51282
211cac5d62271583b85f0298cf43349d,1286,5430
213004db08a787a466cf1b4a8fc3914e,25901,97718
213cdfff847f32135ae839ffe09b9d31,73502,290908
214d7c0720b860091f21e5fbc0306e3e,8319,32500
2176fa9f69e5e1dcca8607f540cc62ba,15624,61932
21827b0be78dd3e17dd9ca9e282b9209,3909,18646
218caa58819e10d1fe40308d822f996c,672,2786
219fa6821c9240e42476c2e017302af2,4369,18300
21a1049ee5b7f531bc0909d98a1ff2b4,20300,79374
21adc93a24e86672f054f5e37c7ac323,29843,115428
21bf3d8201e3e41f93358ca8580664d1,25510,110574
21c7cc3e5f27540be6553f96496649c9,2643,11142
21e9ae6cdd3ddc27e1c97634acf0214,5262,20008
21feae1212b07575f23c3116d040903f,2023,7192
220a911e2e303865f64801ad2940cdd5,48595,181108
221c079c90d4d5779e9cd6cd13c91bb9,14300,54498
2228845a400dbad30fb60bd5470eb25,17525,68598
2229bc4e646f506679f56e78e8640bfb,612,3040
222c0d99446148babe4274edc10c1c8e,14489,49640
22393fa9307224ec853c6f214c15e60f,383,2088
223b0ac8399bf9c5ea1bd6f2443b43e7,1040,4954
224a8b6776a242f8adcbeb54f3d014e9,10534,37582
2269715ca42c218fe3921ab5df3d2707,607,2246
226e3f0a844a3b4a77fd7318510b8627,16699,66130
22795c32b54719dffaa7ec7d870d2e09,12996,49536
22829f20e331d563dd455eb19d4d269e,633,2434
22831bc32bd744d3f06dea205edf9704,11702,42298
228478022f30a2bef1f87579d4dedbb4,9365,37468
228fcd24cea34febc0909d98a1ff2b4,15418,59072
22944fabf8a9763f28132d87f74ffe13,8340,31638
229c164fe2c80acc1ca2e8373597f711,6993,29152
229cd78f9ac3e77c8b96ae1a0a8b84ec,48327,182816
22acc443fd007fce6e80138ae17d7d07,8804,34588
22c11b2bab2cf93fc1ccec171a275967,13031,48316
22ce6f6d1adb08d7bbf3143b1cb6076a,45475,137950
22ced10a5d20b1c1fca1f1143bb6bc17,51293,151042
22d0100fa46f20eb8699933784576e73,39996,134664
22d0561f06900e165140beb2199de2af,14542,52518
22d36043ad59ef026edd138a394f7c4d,14728,58048
22d9a4a9290e8f09112a90660b187a10,17377,58968
22dd4b6a60e20112185b376619557c95,21616,92044
22e4e0210f80fae813940713146922c1,166,952
22eb91041de27ca4936b2c59e7c43ba,4244,16820
22ed115500e9648c5fabfc69ee61b28b,702,2736
2349e4b9a4ccbd97bbf3143b1cb6076a,36985,144262
23616b4d03c5bac61232236eecec447b,6330,25858
236932c4f4b2f557f5c7319b71bdce6e,11497,42484
237b5aa80b3d3461d1d47c38683a697d,16155,66286
23c8d6c73cf78ab23cf128905a10d59d,13296,53500
23cb6abc0705de4ba5a118bd15e6e34f,20955,80710
23d5975dd63000eb4e901b3386f76d65,5377,22450
23e30666530887e69a6e43b878d5b335,3171,12042
23eed87ac79f1b152f9c405cf0817830,36271,127152
23f911351a5801aa46555ee25941a22e,679,2646
23fb92d8cc0f8ac4def547874c3364e3,26091,92190
240136d2ae7d2dec9fe69c7ccc27d2bf,442,924
2407711ff7759994101cacf58b339533,3018,12880
240fd3c1fd804ec1b8cf782e8c539948,23408,80694
241648add391b8d54d210d9468aedaf2,56235,226728
2421f54274a5c237e8cef78f8179925b,12701,52238
2494cb5facfe7b1f85e0a2007a11e92f,9997,39082
2495267afeb60584c3a35cee92bb95b,19008,86280
24968851e483feb237678474be485ca,36345,136892
24bbc1f5225969fb90b1d6deb98feec6,24524,89860
24bdf389877fb7f21b1f694e36340ebb,214,660
24c2cc372c63603137678474be485ca,16187,60964
24c499191b85dd55bf4fc6675b9d12fc,13857,53972
24cc8816b384723510a7b8c5fa89c603,2534,10098
24d4c063f7a361bacbc6ff5546f4ec42,3302,12430
24db19ddb06fcd3f9a6e43b878d5b335,5072,18684
24e79ed92be932e19bfb78d2af523ae,23072,90992
24fbe7a49fd786c5fb5c1b0f759e2bc1,5988,23944
2502fffc569075b152486b4487d562c1,65558,253662
251313501093a024599faef54fd54e83,14743,54316
253a1aead30731904c3a35cee92bb95b,349,1354
256626ea73837e032625b83fa7422e2b,12335,43828
25668f59015af0de56a7f2952cdf4b81,990,3902
257d7b5ccd3b5c7f7c5c969e221ece01,3559,14308
25805c9f5b2812b6b7bd17e458d0dcb,38409,142762
25864172dcde70c6ace5721ccacba16,36673,121730
2590dff7d8f19797bd46d022fd7d80aa,24415,88952
2599e47b04ea7a32d872dc56d048665c,20124,74942
25a057e935aeb4b6842007370970c479,9541,34860
25ae9c70ded5640ac2a9d7232db0ed61,43749,138818
25bd1569261bc545e8323edc0fe816a8,20172,76264
25f08a106a0eb00eca8607f540cc62ba,17325,66106
260288918550573dc9eda6e157b92d90,1419,5378
260305219d81f745623cba1f26a8e885,49,188
26048b00f9227a9f8699933784576e73,11015,41010
261093138afff514d8d7812d176664b2,2719,10232
26210ec84a9c1c6eb1bb46d2556ba67d,9017,36184
26237deeb192f83d3ada73811bb576de,5087,18702
262795bc8a994b11ba0d990ae229b477,7209,27812
2628b6cfcf1a53465569af4484881d20,31397,118806
2636cc55f0bee49671d03b466c72ce41,21904,85824
265e6c77443c74bd8043fd2260891a82,360,1504
265f5348ab2320b2148672750a1a335,27262,102130
266ba93989037e6d48e8405d6c51a908,2852,8596
2677c3793143e75766cf1b4a8fc3914e,13268,46236
26830050c44b5a8f9cf081e9d8a0b57f,1597,6190
26950e05ed379413bbf3143b1cb6076a,16467,58994
26a29227d6326e20e63e266a803d9270,9352,26612
26bc67e3ecda6aa1adbb4c4e06ad649,41190,129640
26e10058cf9835aaca8607f540cc62ba,26967,103676
26e26e21438ed02990b1d6deb98feec6,7324,27542
26f8a11864fd6bf7b68211fcc7956ac6,5603,23624
2705c3edd082f0987f1f82f6fc8747b8,9578,36744
27317e8e93190374780ee0648cf79a36,261,962
273c9c0bd43443c3b4f192eea1889928,39087,149026
273e90f5c26654ea8b96ae1a0a8b84ec,15010,58050
2751a0d9a1effa41f0b8c8d7a19e0d9a,15581,66244
2764f43226260c94a5a118bd15e6e34f,22007,78536
2767994ce3078824f38bce64a8733419,6288,23710
276908a82ab3728e6283c6757ac506b9,14468,47060
27acb1d0e8c808262347b4731688b0f,9746,38464
27c409ead0c4e34c9a6e43b878d5b335,8698,32660
27e6fe140e6e668a3881254c11db28,2178,8512
2818edd47cbd2aa1afe30fe053f7a977,1654,12404
28402efe2e3435d124fbfb66ea1f14f7,13976,52892
28448469f5bce47b4ddd8a480b571bd7,293,1208
284e6431669d46fd44797ce00623b3fd,17992,68714
28711664a9d08bae46322bce65ca3756,22994,90832
2893dc61be63a8a16d0ff49003c479bc,2178,10344
28add8a00a7bcb7318d508b491dafd46,27081,107046
28d719b73b1fcd2f5de04aad18bd94c3,848,3506
28da27a6bebc81df62b600da24e0965,56092,229294
29120728132e5dce42a2048a31b7df8c,440,1804
29192f8c96264e3435fc197bbabcd5bd,40473,139992
29374d5ffdb23451e1f2a1daf140ac9f,3197,12552
296c3ee559f87c9354eefcdc602d4520,13189,50258
296d0aa10bd7ddd87965b154b2af39d4,34459,123550
297316f1c8a6f59bd007e7980e2b01ba,11541,44916
2980f6ac8412890548437f47a316427e,3328,15686
2988a7a566ea79797209009cfb89d4bd,26549,99144
298d674a14dcd356de6e2d41bcaaecbf,13635,48422
29925f23c2050efa7def3dd22d9ef72,7530,31116
2993c233805d2718ad8912880b776dcf,1995,8718
2997fa1441eb7bb735fc197bbabcd5bd,20048,79146
299ec43108d7109113ae47e860a2333a,14096,52894
29b3b168322ac49448d2ba4615e03b21,18434,67472
29b92db18649b64e959a8a7d5a8a5077,1785,4574
29c0b705d6368b6ef0483511b875f0d2,4612,15514
29c81ffc84f2f7ba1adbb4c4e06ad649,20910,84064
29f514bdcf72e779bbf3143b1cb6076a,25620,96764
29fd29045703ff18b4a8b7176ed97248,1175,5424
29ff751f989bdcfc9bff604afc480b65,77526,269552
2a05d684eeb9c1cfae2ca9bb680dd18b,12824,48560
2a06adfb446c85c9f9d3f977c7090b2a,2450,9232
2a2caad9e540dcc687bf26680c510802,4009,17162
2a3d485b0214d6a182389daa2190d234,436,1686
2a7c34d4f5aaea962b600da24e0965,18413,65902
2a801b1918ef23f1121ca0b13e917b22,15884,63898
2a856d0462a38e2518b14db3b83de9ff,68,208
2a895d17616bcae1f361e4786a4d3c00,9385,37446
2a906a12b740afe2fe93207afde39a32,357,780
2a966a7e0b07a5239a6e43b878d5b335,4027,14478
2aac22a33893fad8b96ae1a0a8b84ec,25981,102080
2ab4a5c3ca32ba9a4d4cb1c2a5e48b7a,28795,116594
2aec6e6096e640add00d52e62bf14ee9,4427,15174
2af04ef09d49221b85e5214b0d6a7,142,732
2af24e1c7067533d50a05a17b2f9bc,28097,102642
2af529843a47df7aba0d990ae229b477,3963,14416
2af93e42ceca0ff7efe7c6556ea140b4,1103,4326
2b0a2bb1556c96b94f762cd8ae1b1c4b,11143,52158
2b1a867569f9f61a54eefcdc602d4520,8556,31786
2b20176a59621b35497add46ccd9d60,15271,62474
2b2cf12a1fde287077c5f5c64222d77e,7219,36722
2b5c0a38c754927d21abaaa81d1a4195,4215,19574
2b62a8a0bcac6f22e1873a3963e0d14,9438,36360
2b8bcb6e208a69b16a3383b58c4a9330,27696,110520
2b96f4b4896962473eb731541f9f8d,10478,44344
2b99e54070c8b6d466cf1b4a8fc3914e,50586,182718
2ba980d080f89581ab2a0ebad7754fba,6027,21338
2bc0d99cba39f7adbbf3143b1cb6076a,23871,87776
2bc9a8aa5826f7335fc197bbabcd5bd,27222,105878
2bdb44eece3409a5a18e0889038e4fb6,31537,129328
2bdf8800514abd05a7d2c4e7aae73d33,12929,47742
2be6cc069c95951a4304ffdb51711149,4743,17828
2bfd3dc8b0630de9e1873a3963e0d14,12311,45514
2c16ac865f06542381598514fe928082,12881,54302
2c1f66380af03e4c5d1df55cbe0874aa,15644,60112
2c1fff0653854166e7a636089598229,1558,6224
2c3ba3f35c5d2b0ce77e43d0a92bdc06,22066,82216
2c3df6a4d0ddc9a69725372054c2f091,23081,83920
2c4228b79cf44778b96ae1a0a8b84ec,9448,37310
2c49289098e4492bca8607f540cc62ba,38020,140892
2c5bdd9a08122f9e2023ec956848b741,17857,71582
2c64c521c114df40e51f766854841067,246,1094
2c77ff96a9b46996b963df94d2f21069,8586,34800
2c83e01a7a4423c74d4cb1c2a5e48b7a,18445,73682
2c89cc6eb008eaf5ca8607f540cc62ba,25878,96484
2c932237239e4d22181acc12f598af7,9558,36248
2c9331f57865a9d2bd34bbc5253f83f8,25104,84056
2c9797204c91e3a440975e4feec771f6,41775,167228
2c97e6b2c92913cac1ccec171a275967,3663,14026
2c9d5fed0ebb4a544c3a35cee92bb95b,17915,67134
2c9e063352a538a4af7dd1bfd65143a9,32417,125798
2cc1ff07bcb27de4f64801ad2940cdd5,14769,56770
2cc44e0f9fb1efdb85e0a2007a11e92f,8277,32888
2cd9e40d1ccb1917228c3c30d65cabe0,22993,90458
2ce02b8bb91ecd05c503a3776fc280fe,56070,251796
2ce94527ad7f57333bfdfb6cb363d727,17425,61586
2cf6583a74dc4d1e373ed874fe97420b,3820,11416
2d01483c696c0a1688be2a30dd556a09,4631,19094
2d0945065aa2a427eec7473defebb526,134,644
2d255ec7a05b301a203936772104a82d,5367,19794
2d33ee87ee5230c335fc197bbabcd5bd,25771,98866
2d3ecfb6d7ef2c45e08b03c50fd87acb,108,460
2d41a07991b546751702b97fc9845e5e,5553,19824
2d43bb802a8faf0bce15d210eb57e565,14603,59386
2d43c1430df8194ace5721ccacba16,44988,143306
2d4a57a467307d675e9e2656aff7dd5b,16358,60696
