Folder,Vertices Count,Faces Count
1dc58be25e1b6e5675cad724c63e222e,58531,204192
1dc757e77f3cfad0253c03b7df20edd5,37417,128200
1e0ada2b1891ea39e79e3bf25d5c768e,82292,315934
1e12573f2d8ffca667789dfcc3262f70,71898,323510
1e17510abe8f98bea697d949e28d773c,25561,86504
1e2f9cb6b33c92ea82381b04bbe0ce6d,11506,38018
1e3f494626a24badf35b4953d8add91f,64539,262698
1e54527efa629c37a047cd0a07d473f1,27105,104888
1e6ba139bec5e49dd9f9c2955f462abf,58882,222452
1e6e7bfb08b6b44d615949fb78ffe44f,13946,31581
1e987cad6ca8a97a7a24dbc42a104ca8,32839,112178
1eae4fcec701c176e742b0b5e87bec54,12673,43794
1eb3cb637ccffd14597505fd7d99b613,56862,101696
1ebb7511feac4d62381a9e1cee6d0b00,9909,18644
1ec1c4aa9190e767da5421a736792418,61491,189510
1ed012d3232de232473f10e6caaeca56,21653,48964
1ee4f19fa617ec5949493d905c02fa86,65623,279160
1ef8f98842f2a388a4dbb766064f8bbf,40937,129578
1f0d149b320aa4faafe1d4530f4c6e24,44458,119529
1f167c74bca9ec83622a8f038ee88042,88179,349872
1f191e0327ce54474cdd04162f008888,21738,76302
1f37a6fbdf7c807e7d439639178556bc,15303,33099
1f416598fe329a88b1bb46d2556ba67d,25516,54034
1f43243b81df21277925d1ea63246010,29005,68822
1f5a6d3c74f32053b6163196882ac0ca,39543,145560
1f5e1b0661b340fc81dcc09cafd93d2e,26391,101403
1f604bfb8fb95171ac94768c3754c895,29267,110208
1f6ce6dd6720436642534f02c8e8b5ac,77139,216741
1f7393970917e558b4a20251cec15600,25137,89093
1f8aee726cbf44c23d27832ab9ea6d92,46448,170778
1f8fc7a787f254e6428df271ebc70bc0,28196,110873
1f92e07294960629a39ce7aafdab8210,28437,83444
1f9a735052840d4fba1ba1170e0a8dd9,21060,34728
1fb16b5399a4b3a710bd1697bfc4e3eb,29553,104046
1fde8f41c6a39c07111f983eb293b51a,33385,103268
1feaf720692bdacc27a1a7fdc1941283,43169,81182
1feeeaeb8b56e46d2dfaf88f42097063,23831,74564
202648a87dd6ad2573e10a7135e947fe,11373,42903
202fbaeffaf49f4b61c6c61410fc904b,26966,84704
204b1b3e35df174859fcf77704d7f1e8,43160,138298
20649c88556a7e7a113ef105f1affa3f,58190,157673
206e39a5f67f4a4a81d0c86cc18e6647,11767,42928
2076be423fa5bb9f9e908ecb03b3d6fb,43976,149917
209c79dbd4f7ad944ee32d005103a21a,34209,94092
20a3df3de67f309d8e35db9103756ad5,17176,68356
20a967d68b6d291512da0dbf3c68e847,20090,78824
20b03fde0d55a99fbecf71e2e014ff6f,26169,104846
20e01ed9c14d4659e61b9ff60b1be412,57796,173736
20ece5093ff8da0bbda72093f9b5aa73,15576,56136
21205bdb7ca9be1d977e464a4b82757d,21659,75496
212685bfc2a32cd9fe8cfdfb3bfc3376,63336,179190
2131d5bcea38ce3a68bdb39538968e8e,59254,144329
215da971831129bf63ee8a34069b7c5,32323,86378
216d910f71942f205df3c6413d40ccb2,18502,58240
2180046932174984a10cf495b6dc4ef,45782,183654
2181653ec5313196d2c8600344d8bfab,31219,76449
21999849a6a8aad752470de2774d6099,28771,126496
219a0021526791d18bb5c0bf5eec83fc,168814,497293
21a1f2a7b7e671826405999d829064fa,39085,105535
21b8d0946135481a8772afa45900d07f,21286,72966
21cb55aae53e3eb351a95aaa6caba1d3,72482,269670
21e028eacc690c9de13f97dcb961e16,55684,218766
21eba3c73a705597db2c2b0116c82e56,26024,81386
21fcf7b6cfcd2c7933d7c9e122eec9b6,11361,48584
2205a3f2c102f180a134736201a79843,36594,62946
2228a428bfa91e4f771592b49641a847,25616,94132
222cfde10e0f62e04b00d8f4cd3fae63,59478,119000
2236a1b9cde71eff13d31c5a107f3c4,22311,39313
22428fd70b02b83ffc567bb1bd08c1ae,25071,99328
2254e63f695a1cccbbae182929bb7dd,63311,207088
2262d8b1d5fc79b67211919686015200,22718,77620
22654a0cc1ba382c4eace6243432632,17917,56375
227ab69792241382acfaf62fe6ca656,15643,53198
229d52c6df86197bc33d84e056f4fd5d,25587,48574
22abdb50fcc189d58a1aed4fb5fe5280,12714,43238
22bc49837550bed21e570d3da54bf9d,30496,106417
22c0b90fbda00bb9a3a61aa922ccc66,40400,135020
22d57b895b9cd22137ca7da637f7c918,17895,72166
2307ced410b955a8cf1e58caa15acb49,28921,85095
232a1bf61d6d80ffab0e638d7c0cfd7b,15053,44356
233ac4ee75d1ff0c6d111cf7e70d924e,31195,104430
234902223d35129de74a9a0d75c085be,10803,24852
235392f8419bb5006a34aa94ca8a3355,49991,205884
2359486974efded33121f82ae456ac81,60523,176036
238c6d6da1c8ce2970097c1b40e1ea6,123421,497774
239783ded35d9a4e9f40394aed156c70,30814,105892
23ae5d6c60ab3f60ee3362a8d2d8318f,28898,91764
23bfcd49917919006a34aa94ca8a3355,38342,140220
23e7ae83601f893b575116d39d0ffbba,26231,95035
23e8adb3bf1961f85332d3b92481b499,11083,42191
23f31f379d6a5136ce27281f3b76d1f5,40469,144254
2401f097228fdc1348b30181b0729b3,56465,197787
244a8476648bd073834daea73aa18748,33400,138834
2468ceab72b4be041d9cc9d194c8533,47775,161256
247de29743ed24c5e61b9ff60b1be412,45116,110221
24819ffdc34b28efe4bee94a37836d67,30017,80822
2485b755d54f95b17461dc7993bb5c2a,17953,48977
24866846d728484e1d1a964dea8a7aab,121454,479516
2490227846d06e5a2387c64d55d0b4e5,15178,37280
24b9180ac3f89ba4715e04edb8af9c53,37549,118122
24c0a08cf0f7421d979ef391885ee5d2,29134,49811
24c0c6d558d4d01d8772618b7452025,26714,102579
24c46b3a467bb4954b1bdab82d834140,23394,73977
24d7494c6b92c6e7c1bbb501b1d87871,12229,19240
24dc3903b254fe41b448bf2dc92c4fab,14965,46491
2521a90182ccc29c253c03b7df20edd5,10555,24612
2525b83c84bd3afbde2d51ea8231791,20661,55668
25378c7370a06c497ef186a2ac298b0c,44598,172920
25480875a6be8e11afe1d4530f4c6e24,35496,101578
259bf3c89b0b2152c1f18a2d53a6674a,13846,49034
25a44213579e75782e877e82c90c24d,19785,81110
25bd9f423333c691f606d4ef0b8dbe5b,51907,164351
25c292692638406620f29d4da2b76f7a,107637,396022
25d92177ec6bd745deadc9ca0263db5a,32453,81918
25de320e58cb3898f43db49cede9f847,18984,31689
25f9e0e65b8fae1f9916e41a3ca14d3a,18515,38611
260f0644b293fccbfbc06ad9015523cf,16339,52948
261d55ef790a2da187bc776d46f94d3,33454,92049
261f4a30328cd40960a676833b21afd4,63411,178410
262a03114b8095856a1de667a28251e7,26606,93522
263e3ee9f0182cc48e35db9103756ad5,82082,328838
2650ad9e7a1d0ebf6df8cb2765f8ec95,95298,381082
2650c2325b7a8d0c811f8dcd8963ced5,101095,358981
2655a48c8867146bf63ee8a34069b7c5,17004,42392
26569f96aa6c4ed880af23b535873bb9,72127,260540
265f0587e4018f7aff6fa400d1cc4c85,24917,102534
2668f2d9b8a2daad95551e0d9e50cb0d,15490,58066
2669bd62546a8c8176ad064d1c5fdd7c,81126,326082
269676546548fba38e271c56304de147,8642,31994
2696ef55dc264b8cbba9b483d5f3874e,32585,132684
26b7a9c6c7e74829eabc798aaf5f039f,7050,22490
26bc52b1307fca053e5ddfb0ef6345db,39487,104924
26c2c91d8eb660ecbeaa545f7f633287,39032,150498
26c382bda051376daebb91b7dc4caa91,29154,117467
26cc3a9cc0c28174ae30cad08127b470,30832,77833
26d201a532879a60a7fd25564c2e888e,62029,246322
26e2b2920a2330b2cdb8ce1e61248143,67589,263340
26eb9c499fe0ff9edc10f9c1726304b1,8475,34360
26f20ab8033f6937ea859f774de0c90c,56042,217572
270b0846304e3d66bda733a39f84326d,18401,71958
272791fdabf46b2d5921daf0138cfe67,36634,149532
27495a8836ead3d55c5dd9508493909b,23481,47666
274bb81c9dd9420b748999a5d81a158c,9749,35158
275df71b6258e818597505fd7d99b613,61820,121714
27645458fec3d7ed514e3d96995c555d,111023,251513
278f301a4ec1382865306f052698c1e5,30305,118148
279adb2c37867b3a18d9ca1acf6633f6,54860,214712
27d42437168ccd7ddd75f724c0ccbe00,54768,193488
27e267f0570f121869a949ac99a843c4,19519,71966
27f7336ff6ace6d460c94cf1a48e53cb,51376,197056
28009514ec0e2b4ebda733a39f84326d,13878,44157
28093822cc7fe487ed3696d854eee1ec,48549,167469
28151fb21f5a3c94887b6e2409779132,19689,80276
282293948b21262769416db9b743e50b,24453,67582
2830f11dbd7172222214ff09b39580e9,50385,200998
283d78cf3eebff5e9aae70753d127b0b,66349,248822
2854a948ff81145d2d7d789814cae761,12751,50946
2861ac374a2ea7f997692eea6221681c,107398,378881
286ce4a8390b317f93680c5a9a367b4a,18081,67122
287f4c8f87099957473f10e6caaeca56,52711,205484
2881a09fc1f3d2be9dab4604fbb1a7b4,58975,163644
2894449c2f1992bc3a65ca10b9ee2981,11971,36772
28b5cb11ead4c878fd988235de2147e,21446,84850
28bb7eaa8037a2e9afe1d4530f4c6e24,115714,360373
28bdade3806ef2f328044fe9244db50a,56231,214688
28c83c5adf799340f2cc18e077b7ba53,20919,83060
28d7a23b2311b1029dce0c74b747947,59247,209042
28fe2af4fd6ab3848772afa45900d07f,11580,32032
29043510fd903bae457cdd14086d7361,32692,97527
2928f77d711bf46eaa69dfdc5532bb13,20868,72488
292ade37cba7f109e5eb989e223f7e7e,16942,63312
292f6606c6072b96715e04edb8af9c53,46324,116622
293c7cf5fdde18258acb0ff76f4aec7d,45003,169626
294331fc6c86a51ec805dfe4ca9f2fdb,16375,45264
29487596941c12dd99f6b4f86609dd6a,18827,68281
2961e679a651dd5ad95ed6bb7181c98f,18049,37009
296a15d4e4b903db94b42287616a3ea7,56165,197544
296c92e4e7233de47d1dd50d46b1e3d1,49428,172566
29793366c4b45bf6f43c51e53897fea,13708,22965
298e8c0d9ce547b4e1e2aee44e822aa9,9225,21182
2996a60389105deb649a971570be83d,40589,148544
2999f005f1eba724bda733a39f84326d,19570,66866
29b558ed31fcbb48a2cf64b275615f0b,80012,303538
29b714c4aee36c9d6108f064aff2426d,19293,34220
29c0b746704727593030e8e3910d2b3b,13459,44745
29e9a4beeaeea1becf71e2e014ff6f,58982,236854
29ea7766414de256cb34360716066a25,20368,76306
29fc55965346a53733d7c9e122eec9b6,11337,48734
2a07432c2860b54becf71e2e014ff6f,26543,83112
2a0a53917dde654c3196f09f71403d35,42253,167054
2a0dad4f32251b353ffe0e5069bf1eb5,25207,92670
2a1523ee15233761d9f8911ce020a037,42277,82032
2a2a1822fcf96394ed3696d854eee1ec,15643,64972
2a554a704a27618ea37f3fc191551700,20862,65583
2a5df4956f694efe829e2483ba27ce0a,22794,40028
2a771048127cf0b85dca6305fb9f97ca,29255,89610
2a82a66ce6273dce601c8ebc794de3f4,27676,76661
2a844013c66dd19d32e3a970ba4fb82b,12352,30040
2a887d0b865d8ab4dfb921b4cd0b4571,11005,18619
2a9b4308929f91a6e1007bcfcf09901,44902,170782
2ab27beb8a37ba37ac00fd1150223027,8490,29076
2acbb7959e6388236d068062d5d5809b,17581,34830
2b0207d7f6a6f23bf0ff8cc77ea4c273,68173,266632
2b043f3cae45d4937cbc6cda01aaca49,39045,124333
2b075c9c5d85bc779c75e543b21e90a7,16986,62846
2b08d1ac4111542f3a2b1a2e5e169910,35679,58715
2b18b149cfccacec1d4fdb0e0fa715b,27952,61233
2b246a989e9e8be151db49e653372c20,64405,250298
2b5a333c1a5aede3b5449ea1678de914,23821,80448
2b800f158324986ab6f657757c95f74e,27783,54926
2b9cebe9ceae3f79186bed5098d348af,22042,84048
2ba7ea78b9b6e2a6b420256a03f575c0,50254,199972
2bbea02b59ed2bab944bfc22204b55bb,32221,130996
2bcdaa6516a98b552abd245afcc79403,40838,86345
2be8bd6b150a9fee97df6383472cc5b6,58956,126838
2bfcb2381581c05a95551e0d9e50cb0d,18138,63034
2bfea38242ba63cce77aa0b62eed1492,77756,301078
2c08c221f7c6ccdcca92a4cdad802b45,49899,126662
2c1c8c4aee1e79d52aa494042b7c9db,11552,44047
2c304c54a6141d214ff3c6764341833,37321,92070
2c3a3033d248d05851a95aaa6caba1d3,47656,127403
2c3a5d170774da5ae4a44d0583e1bb01,16285,30788
2c3e7991d4b900ab35fea498c4ba7c5a,359850,1323584
2c407d592623011eda2ff65a113288d,40672,150699
2c6b14bcd5a5546d6a2992e9465c023b,20556,80240
2c8e9ae34ce33a40ab2c2809513f396e,39013,160958
2c8e9ff5fd58ff3fcd046ccc4d5c3da2,22208,79908
2cb6de89f5b6e702b626f6a649199824,131234,442769
2cbcc226b4f952f29e1c4d21c8ecae7d,18450,67668
2cbd461545e71ffcd3b83549e73dc79d,31912,123860
2cbe6850de4fa5a34a6a7ab072f22d7d,15733,29133
2cc413c3ea9800b3cf1e58caa15acb49,47830,132653
2cc4573bb9441493d12568d09c2fba02,26210,91896
2ccaaa66525d7f095473e57e894e0ef5,13754,33681
2ccc8183090b97cb21a66e8dfcce514a,56790,214911
2cccdc287a5329c2ca92a4cdad802b45,48007,158276
2ccdd6d8db5a366f93680c5a9a367b4a,39628,138322
2cd119ce9ec61f1af63ee8a34069b7c5,34576,91490
2d096d5dc0e0eeb370a43c2d978e502e,19991,78322
2d1718bda87f59dc673ddeabdcc8c6e,19667,70378
2d1adb247cc7a1e353da660a6567c5ff,9538,22749
2d41d907b7cb558db6f3ca49e992ad8,11999,41758
2d4ccc24a821360f8acb0ff76f4aec7d,16019,55882
2d730665526ee755a134736201a79843,17770,34374
2d817a6f23d35494d991a658ca89186,18697,48428
2d8b8d98d4e3c76e3000d241e527f650,13592,51522
2d9b790608d32763ec2f3f4c642b88b2,37016,61217
2dbbd2bec94e4a7440eaf79934ff53b6,15032,54230
2dbfe9c041fc6b3a94ce9d7b04676231,30014,61343
2dd174957a2053345fcb05674109534a,72865,220297
2dd2a5154bcf52c2aeebd3372dbf7ae6,65824,264656
2dd397a57b35e57f2c6000457712c234,13068,45180
2df225b8df2633c231141a7d4d06dc13,71278,202185
2df4b1797723b140419bf2f84339ec5c,18392,68334
2e0051c6acf7798d2c581ef6c05d52ce,20853,34082
2e1178d969bdb3849ea5c205086e2a63,11286,39252
2e27309be42276bebecf71e2e014ff6f,32264,127340
2e37013195d95f494470fce578e2b84c,42801,151462
2e37a9a6abbdf6cf25d175f53644eac1,41601,160342
2e5ab446d0767e1aa6dd909dc6fc8d4,13382,46698
2e5dbf98157a53a55cde8c99e4b182f9,75667,256022
2e6a9622bf83f04c38ee77d0178bbf4a,33581,114874
2e8a1ae108dd0d89e8a3b392b986583,37179,133617
2e8c4fd40a1be2fa5f38ed4497f2c53c,17815,66810
